,label,review
1590,0,the cold turkey would've been a far better title . 
3362,0,"entertaining enough , but nothing new"
8946,1,"a headline-fresh thriller set among orthodox jews on the west bank , joseph cedar's time of favor manages not only to find a compelling dramatic means of addressing a complex situation , it does so without compromising that complexity . "
1000,0,"you might say tykwer has done all that heaven allows , if you wanted to make as anti-kieslowski a pun as possible . suffice to say its total promise is left slightly unfulfilled . "
212,0,"[n]o matter how much good will the actors generate , showtime eventually folds under its own thinness . "
2373,0,"considering the harsh locations and demanding stunts , this must have been a difficult shoot , but the movie proves rough going for the audience as well . "
9580,1,"expands the limits of what a film can be , taking us into the lives of women to whom we might not give a second look if we passed them on the street . "
10594,1,"with "" ichi the killer "" , takashi miike , japan's wildest filmmaker gives us a crime fighter carrying more emotional baggage than batman . . . "
1960,0,the movie fails to live up to the sum of its parts . 
711,0,"much like its easily dismissive take on the upscale lifestyle , there isn't much there here . "
3057,0,"while the mystery surrounding the nature of the boat's malediction remains intriguing enough to sustain mild interest , the picture refuses to offer much accompanying sustenance in the way of characterization , humor or plain old popcorn fun . "
6868,1,a thinly veiled look at different aspects of chinese life clashing with each other . 
10089,1,"the performances are strong , though the subject matter demands acting that borders on hammy at times . "
4675,0,"yet another genre exercise , gangster no . 1 is as generic as its title . "
5477,1,"waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality . "
3100,0,what's really sad is to see two academy award winning actresses ( and one academy award winning actor ) succumb to appearing in this junk that's tv sitcom material at best . 
9285,1,"the series' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls' amusing personalities . "
7207,1,what a great way to spend 4 units of your day . 
173,0,"it leers , offering next to little insight into its intriguing subject . "
810,0,"when you resurrect a dead man , hard copy should come a-knocking , no ? "
9402,1,"[gulpilil] is a commanding screen presence , and his character's abundant humanism makes him the film's moral compass . "
1152,0,"it's a loathsome movie , it really is and it makes absolutely no sense . "
7368,1,a stylistic romp that's always fun to watch . 
545,0,"sets animation back 30 years , musicals back 40 years and judaism back at least 50 . "
1801,0,"it cannot be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull . yes , dull . "
503,0,"a baffling subplot involving smuggling drugs inside danish cows falls flat , and if you're going to alter the bard's ending , you'd better have a good alternative . "
7723,1,"terry is a sort of geriatric dirty harry , which will please eastwood's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man . "
9094,1,morton deserves an oscar nomination . 
7339,1,"e . t . works because its flabbergasting principals , 14-year-old robert macnaughton , 6-year-old drew barrymore and 10-year-old henry thomas , convince us of the existence of the wise , wizened visitor from a faraway planet . "
10360,1,"pratfalls aside , barbershop gets its greatest play from the timeless spectacle of people really talking to each other . "
9474,1,graham greene's novel of colonialism and empire is elevated by michael caine's performance as a weary journalist in a changing world . 
3118,0,"you come away wishing , though , that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that's at the center of the story . "
645,0,"almost nothing else -- raunchy and graphic as it may be in presentation -- is one-sided , outwardly sexist or mean-spirited . and in a sense , that's a liability . "
3735,0,"told in scattered fashion , the movie only intermittently lives up to the stories and faces and music of the men who are its subject . "
1067,0,"we hate [madonna] within the film's first five minutes , and she lacks the skill or presence to regain any ground . "
5802,1,"[ "" take care of my cat "" ] is an honestly nice little film that takes us on an examination of young adult life in urban south korea through the hearts and minds of the five principals . "
7200,1,"with each of her three protagonists , miller eloquently captures the moment when a woman's life , out of a deep-seated , emotional need , is about to turn onto a different path . "
9961,1,"i won't argue with anyone who calls 'slackers' dumb , insulting , or childish . . . but i laughed so much that i didn't mind . "
10278,1,"there's a great deal of corny dialogue and preposterous moments . and yet , it still works . "
7890,1,"it may not be history – but then again , what if it is ? – but it makes for one of the most purely enjoyable and satisfying evenings at the movies i've had in a while . "
8445,1,"aside from rohmer's bold choices regarding point of view , the lady and the duke represents the filmmaker's lifelong concern with formalist experimentation in cinematic art . "
